/Users/ismet/Desktop/Udacity/Data/IMG/center_2020_03_28_00_44_15_993.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/left_2020_03_28_00_44_15_993.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/right_2020_03_28_00_44_15_993.jpg, 0, 0, 0, 7.82522E-05
/Users/ismet/Desktop/Udacity/Data/IMG/center_2020_03_28_00_44_16_097.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/left_2020_03_28_00_44_16_097.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/right_2020_03_28_00_44_16_097.jpg, 0, 0.09996593, 0, 0.0003875577
/Users/ismet/Desktop/Udacity/Data/IMG/center_2020_03_28_00_44_16_197.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/left_2020_03_28_00_44_16_197.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/right_2020_03_28_00_44_16_197.jpg, 0, 0.401664, 0, 0.3663658
/Users/ismet/Desktop/Udacity/Data/IMG/center_2020_03_28_00_44_16_301.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/left_2020_03_28_00_44_16_301.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/right_2020_03_28_00_44_16_301.jpg, 0, 0.7141138, 0, 0.9660692
/Users/ismet/Desktop/Udacity/Data/IMG/center_2020_03_28_00_44_16_415.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/left_2020_03_28_00_44_16_415.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/right_2020_03_28_00_44_16_415.jpg, -0.2352751, 1, 0, 1.985417
/Users/ismet/Desktop/Udacity/Data/IMG/center_2020_03_28_00_44_16_518.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/left_2020_03_28_00_44_16_518.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/right_2020_03_28_00_44_16_518.jpg, -0.2782652, 1, 0, 3.271766
/Users/ismet/Desktop/Udacity/Data/IMG/center_2020_03_28_00_44_16_618.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/left_2020_03_28_00_44_16_618.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/right_2020_03_28_00_44_16_618.jpg, 0, 1, 0, 4.436192
/Users/ismet/Desktop/Udacity/Data/IMG/center_2020_03_28_00_44_16_718.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/left_2020_03_28_00_44_16_718.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/right_2020_03_28_00_44_16_718.jpg, 0, 1, 0, 5.597122
/Users/ismet/Desktop/Udacity/Data/IMG/center_2020_03_28_00_44_16_822.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/left_2020_03_28_00_44_16_822.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/right_2020_03_28_00_44_16_822.jpg, 0, 1, 0, 6.747395
/Users/ismet/Desktop/Udacity/Data/IMG/center_2020_03_28_00_44_16_924.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/left_2020_03_28_00_44_16_924.jpg, /Users/ismet/Desktop/Udacity/Data/IMG/right_2020_03_28_00_44_16_924.jpg, -0.1669081, 1, 0, 7.88039
